,sequential_agent_class,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,0,paper,paper,0,0
1,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,1,rock,rock,0,0
2,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,2,scissors,scissors,0,0
3,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,3,paper,rock,3,-1
4,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,4,paper,scissors,-1,3
5,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,5,scissors,rock,-1,3
6,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,6,rock,paper,-1,3
7,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,7,paper,scissors,-1,3
8,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,8,scissors,rock,-1,3
9,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,9,rock,scissors,3,-1
10,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,10,rock,rock,0,0
11,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,11,scissors,scissors,0,0
12,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,12,paper,rock,3,-1
13,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,13,paper,scissors,-1,3
14,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,14,scissors,rock,-1,3
15,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,15,rock,scissors,3,-1
16,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,16,rock,rock,0,0
17,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,17,scissors,paper,3,-1
18,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,18,scissors,scissors,0,0
19,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,19,paper,rock,3,-1
20,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,20,paper,scissors,-1,3
21,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,21,scissors,rock,-1,3
22,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,22,rock,scissors,3,-1
23,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,23,rock,rock,0,0
24,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,24,scissors,scissors,0,0
25,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,25,paper,rock,3,-1
26,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,26,paper,scissors,-1,3
27,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,27,scissors,rock,-1,3
28,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,28,rock,scissors,3,-1
29,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,29,rock,rock,0,0
30,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,30,scissors,paper,3,-1
31,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,31,scissors,rock,-1,3
32,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,32,rock,paper,-1,3
33,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,33,paper,scissors,-1,3
34,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,34,scissors,rock,-1,3
35,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,35,paper,paper,0,0
36,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,36,rock,scissors,3,-1
37,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,37,rock,rock,0,0
38,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,38,scissors,paper,3,-1
39,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,39,paper,rock,3,-1
40,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,40,scissors,scissors,0,0
41,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,41,paper,rock,3,-1
42,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,42,paper,scissors,-1,3
43,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,43,scissors,rock,-1,3
44,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,44,rock,scissors,3,-1
45,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,45,rock,rock,0,0
46,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,46,scissors,scissors,0,0
47,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,47,rock,rock,0,0
48,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,48,scissors,scissors,0,0
49,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,49,scissors,rock,-1,3
50,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,50,rock,scissors,3,-1
51,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,51,rock,rock,0,0
52,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,52,scissors,scissors,0,0
53,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,53,paper,rock,3,-1
54,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,54,paper,scissors,-1,3
55,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,55,scissors,rock,-1,3
56,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,56,rock,scissors,3,-1
57,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,57,rock,rock,0,0
58,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,58,scissors,scissors,0,0
59,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,59,paper,rock,3,-1
60,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,60,paper,scissors,-1,3
61,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,61,scissors,rock,-1,3
62,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,62,rock,scissors,3,-1
63,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,63,rock,rock,0,0
64,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,64,scissors,scissors,0,0
65,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,65,paper,rock,3,-1
66,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,66,scissors,scissors,0,0
67,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,67,paper,rock,3,-1
68,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,68,paper,scissors,-1,3
69,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,69,paper,rock,3,-1
70,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,70,paper,scissors,-1,3
71,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,71,rock,rock,0,0
72,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,72,scissors,scissors,0,0
73,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,73,scissors,rock,-1,3
74,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,74,rock,scissors,3,-1
75,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,75,rock,rock,0,0
76,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,76,scissors,scissors,0,0
77,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,77,paper,rock,3,-1
78,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,78,paper,scissors,-1,3
79,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,79,scissors,rock,-1,3
80,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,80,rock,rock,0,0
81,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,81,scissors,scissors,0,0
82,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,82,paper,rock,3,-1
83,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,83,paper,scissors,-1,3
84,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,84,scissors,rock,-1,3
85,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,85,rock,scissors,3,-1
86,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,86,rock,rock,0,0
87,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,87,rock,scissors,3,-1
88,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,88,rock,rock,0,0
89,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,89,scissors,paper,3,-1
90,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,90,scissors,rock,-1,3
91,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,91,rock,rock,0,0
92,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,92,scissors,scissors,0,0
93,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,93,paper,rock,3,-1
94,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,94,paper,scissors,-1,3
95,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,95,scissors,rock,-1,3
96,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,96,rock,scissors,3,-1
97,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,97,rock,rock,0,0
98,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,98,scissors,scissors,0,0
99,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,99,paper,rock,3,-1
100,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,100,paper,scissors,-1,3
101,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,101,scissors,rock,-1,3
102,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,102,rock,scissors,3,-1
103,W_stay_L_up_T_down,base_llm_gpt35,0.2,5,103,rock,rock,0,0
