,sequential_agent_class,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward
0,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,0,scissors,paper,3,-1
1,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,1,rock,rock,0,0
2,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,2,rock,scissors,3,-1
3,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,3,paper,rock,3,-1
4,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,4,scissors,scissors,0,0
5,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,5,scissors,rock,-1,3
6,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,6,paper,paper,0,0
7,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,7,paper,scissors,-1,3
8,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,8,rock,rock,0,0
9,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,9,rock,paper,-1,3
10,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,10,scissors,scissors,0,0
11,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,11,scissors,rock,-1,3
12,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,12,rock,paper,-1,3
13,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,13,scissors,scissors,0,0
14,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,14,scissors,rock,-1,3
15,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,15,paper,paper,0,0
16,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,16,paper,scissors,-1,3
17,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,17,rock,rock,0,0
18,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,18,rock,scissors,3,-1
19,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,19,scissors,rock,-1,3
20,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,20,paper,paper,0,0
21,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,21,paper,scissors,-1,3
22,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,22,rock,rock,0,0
23,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,23,rock,scissors,3,-1
24,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,24,paper,rock,3,-1
25,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,25,rock,scissors,3,-1
26,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,26,paper,rock,3,-1
27,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,27,scissors,scissors,0,0
28,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,28,paper,rock,3,-1
29,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,29,scissors,scissors,0,0
30,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,30,scissors,rock,-1,3
31,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,31,paper,paper,0,0
32,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,32,paper,scissors,-1,3
33,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,33,rock,rock,0,0
34,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,34,rock,paper,-1,3
35,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,35,scissors,scissors,0,0
36,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,36,rock,rock,0,0
37,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,37,rock,scissors,3,-1
38,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,38,scissors,rock,-1,3
39,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,39,paper,rock,3,-1
40,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,40,scissors,scissors,0,0
41,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,41,scissors,rock,-1,3
42,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,42,paper,scissors,-1,3
43,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,43,rock,rock,0,0
44,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,44,paper,scissors,-1,3
45,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,45,rock,rock,0,0
46,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,46,rock,scissors,3,-1
47,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,47,paper,rock,3,-1
48,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,48,rock,scissors,3,-1
49,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,49,paper,rock,3,-1
50,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,50,scissors,scissors,0,0
51,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,51,scissors,rock,-1,3
52,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,52,paper,scissors,-1,3
53,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,53,rock,rock,0,0
54,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,54,rock,scissors,3,-1
55,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,55,paper,rock,3,-1
56,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,56,scissors,scissors,0,0
57,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,57,scissors,rock,-1,3
58,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,58,paper,rock,3,-1
59,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,59,scissors,scissors,0,0
60,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,60,scissors,rock,-1,3
61,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,61,paper,scissors,-1,3
62,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,62,rock,rock,0,0
63,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,63,rock,scissors,3,-1
64,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,64,paper,rock,3,-1
65,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,65,scissors,scissors,0,0
66,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,66,scissors,rock,-1,3
67,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,67,paper,scissors,-1,3
68,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,68,paper,rock,3,-1
69,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,69,scissors,scissors,0,0
70,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,70,scissors,rock,-1,3
71,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,71,paper,rock,3,-1
72,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,72,scissors,scissors,0,0
73,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,73,scissors,rock,-1,3
74,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,74,paper,scissors,-1,3
75,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,75,rock,rock,0,0
76,W_up_L_down_T_stay,base_llm_gpt35,0.2,5,76,rock,scissors,3,-1
